"U:0","U:1","U:2","p","total(p)","Points:0","Points:1","Points:2"
0.69425,0.015553,2.4747e-23,1.2,1.7294,0.6,0.0776,0
0.69656,0.015486,2.069e-23,1.1961,1.7267,0.6,0.078,0
0.69886,0.01542,1.6632e-23,1.1923,1.724,0.6,0.0784,0
0.70116,0.015353,1.2575e-23,1.1884,1.7213,0.6,0.0788,0
0.70346,0.015287,8.5175e-24,1.1846,1.7187,0.6,0.0792,0
0.70576,0.01522,4.4601e-24,1.1808,1.716,0.6,0.0796,0
0.70806,0.015153,4.0271e-25,1.1769,1.7133,0.6,0.08,0
0.71052,0.015081,8.8293e-26,1.1731,1.7108,0.6,0.0804,0
0.71299,0.015009,-2.2614e-25,1.1692,1.7083,0.6,0.0808,0
0.71545,0.014937,-5.4056e-25,1.1654,1.7058,0.6,0.0812,0
0.71791,0.014865,-8.5498e-25,1.1615,1.7033,0.6,0.0816,0
0.72037,0.014793,-1.1694e-24,1.1577,1.7008,0.6,0.082,0
0.72284,0.014721,-1.4838e-24,1.1538,1.6983,0.6,0.0824,0
0.7253,0.014649,-1.7982e-24,1.15,1.6958,0.6,0.0828,0
0.72776,0.014577,-2.1127e-24,1.1461,1.6933,0.6,0.0832,0
0.7303,0.014501,4.1531e-25,1.1423,1.6909,0.6,0.0836,0
0.73289,0.014423,4.3639e-24,1.1384,1.6886,0.6,0.084,0
0.73547,0.014346,8.3125e-24,1.1345,1.6862,0.6,0.0844,0
0.73806,0.014269,1.2261e-23,1.1307,1.6839,0.6,0.0848,0
0.74064,0.014191,1.621e-23,1.1268,1.6816,0.6,0.0852,0
0.74323,0.014114,2.0158e-23,1.123,1.6792,0.6,0.0856,0
0.74581,0.014036,2.4107e-23,1.1191,1.6769,0.6,0.086,0
0.7484,0.013959,2.8056e-23,1.1152,1.6746,0.6,0.0864,0
0.75101,0.01388,2.9389e-23,1.1114,1.6723,0.6,0.0868,0
0.75368,0.013798,2.549e-23,1.1075,1.6701,0.6,0.0872,0
0.75634,0.013716,2.1591e-23,1.1036,1.6679,0.6,0.0876,0
0.75901,0.013634,1.7692e-23,1.0998,1.6656,0.6,0.088,0
0.76168,0.013552,1.3793e-23,1.0959,1.6634,0.6,0.0884,0
0.76434,0.01347,9.8936e-24,1.092,1.6612,0.6,0.0888,0
0.76701,0.013388,5.9944e-24,1.0882,1.659,0.6,0.0892,0
0.76968,0.013306,2.0953e-24,1.0843,1.6568,0.6,0.0896,0
0.77234,0.013224,-1.8039e-24,1.0804,1.6546,0.6,0.09,0
0.77505,0.01314,-5.1599e-24,1.0766,1.6525,0.6,0.0904,0
0.77776,0.013056,-8.5159e-24,1.0727,1.6504,0.6,0.0908,0
0.78047,0.012971,-1.1872e-23,1.0688,1.6483,0.6,0.0912,0
0.78318,0.012887,-1.5228e-23,1.0649,1.6462,0.6,0.0916,0
0.78589,0.012803,-1.8584e-23,1.061,1.6441,0.6,0.092,0
0.7886,0.012718,-2.194e-23,1.0572,1.642,0.6,0.0924,0
0.79131,0.012634,-2.5296e-23,1.0533,1.6398,0.6,0.0928,0
0.79402,0.012549,-2.8652e-23,1.0494,1.6377,0.6,0.0932,0
0.79673,0.012465,-2.7548e-23,1.0455,1.6357,0.6,0.0936,0
0.79944,0.012381,-2.4215e-23,1.0416,1.6336,0.6,0.094,0
0.80215,0.012297,-2.0883e-23,1.0377,1.6316,0.6,0.0944,0
0.80486,0.012213,-1.755e-23,1.0338,1.6295,0.6,0.0948,0
0.80757,0.012128,-1.4217e-23,1.0299,1.6275,0.6,0.0952,0
0.81028,0.012044,-1.0885e-23,1.0261,1.6254,0.6,0.0956,0
0.81299,0.01196,-7.5518e-24,1.0222,1.6234,0.6,0.096,0
0.8157,0.011876,-4.2191e-24,1.0183,1.6213,0.6,0.0964,0
0.8184,0.011793,-8.778e-25,1.0144,1.6193,0.6,0.0968,0
0.82108,0.011712,2.4806e-24,1.0105,1.6173,0.6,0.0972,0
0.82375,0.011631,5.8389e-24,1.0066,1.6152,0.6,0.0976,0
0.82642,0.01155,9.1973e-24,1.0027,1.6132,0.6,0.098,0
0.8291,0.011468,1.2556e-23,0.99877,1.6112,0.6,0.0984,0
0.83177,0.011387,1.5914e-23,0.99487,1.6092,0.6,0.0988,0
0.83444,0.011306,1.9272e-23,0.99097,1.6071,0.6,0.0992,0
0.83711,0.011225,2.2631e-23,0.98706,1.6051,0.6,0.0996,0
0.83979,0.011144,2.5989e-23,0.98316,1.6031,0.6,0.1,0
0.84238,0.011069,2.2658e-23,0.97925,1.601,0.6,0.1004,0
0.84497,0.010993,1.9327e-23,0.97533,1.599,0.6,0.1008,0
0.84757,0.010918,1.5995e-23,0.97142,1.5969,0.6,0.1012,0
0.85016,0.010842,1.2664e-23,0.9675,1.5949,0.6,0.1016,0
0.85275,0.010767,9.3328e-24,0.96359,1.5928,0.6,0.102,0
0.85535,0.010691,6.0015e-24,0.95968,1.5908,0.6,0.1024,0
0.85794,0.010616,2.6703e-24,0.95576,1.5887,0.6,0.1028,0
0.86053,0.01054,-6.61e-25,0.95185,1.5867,0.6,0.1032,0
0.86304,0.01047,-1.7682e-24,0.94793,1.5846,0.6,0.1036,0
0.86551,0.010402,-1.7676e-24,0.94401,1.5824,0.6,0.104,0
0.86798,0.010334,-1.7669e-24,0.94009,1.5803,0.6,0.1044,0
0.87045,0.010266,-1.7663e-24,0.93616,1.5782,0.6,0.1048,0
0.87292,0.010198,-1.7657e-24,0.93224,1.5761,0.6,0.1052,0
0.87538,0.01013,-1.7651e-24,0.92832,1.5739,0.6,0.1056,0
0.87785,0.010062,-1.7645e-24,0.9244,1.5718,0.6,0.106,0
0.88032,0.0099937,-1.7638e-24,0.92047,1.5697,0.6,0.1064,0
0.88273,0.0099283,-1.7632e-24,0.91655,1.5675,0.6,0.1068,0
0.88503,0.0098682,-1.7627e-24,0.91262,1.5653,0.6,0.1072,0
0.88733,0.0098081,-1.7621e-24,0.90869,1.563,0.6,0.1076,0
0.88963,0.009748,-1.7615e-24,0.90476,1.5607,0.6,0.108,0
0.89193,0.0096879,-1.7609e-24,0.90083,1.5585,0.6,0.1084,0
0.89423,0.0096278,-1.7603e-24,0.8969,1.5562,0.6,0.1088,0
0.89653,0.0095677,-1.7597e-24,0.89296,1.554,0.6,0.1092,0
0.89883,0.0095075,-1.7592e-24,0.88903,1.5517,0.6,0.1096,0
0.90113,0.0094474,-1.7586e-24,0.8851,1.5495,0.6,0.11,0
0.90322,0.0093944,-1.758e-24,0.88117,1.547,0.6,0.1104,0
0.90531,0.0093414,-1.7574e-24,0.87723,1.5446,0.6,0.1108,0
0.9074,0.0092884,-1.7568e-24,0.87329,1.5421,0.6,0.1112,0
0.90949,0.0092354,-1.7562e-24,0.86936,1.5397,0.6,0.1116,0
0.91158,0.0091824,-1.7555e-24,0.86542,1.5372,0.6,0.112,0
0.91368,0.0091293,-1.7549e-24,0.86148,1.5348,0.6,0.1124,0
0.91577,0.0090763,-1.7543e-24,0.85755,1.5323,0.6,0.1128,0
0.91786,0.0090233,-1.7537e-24,0.85361,1.5299,0.6,0.1132,0
0.91979,0.0089742,-3.4256e-24,0.84967,1.5273,0.6,0.1136,0
0.92164,0.008927,-5.9305e-24,0.84573,1.5246,0.6,0.114,0
0.92349,0.0088798,-8.4354e-24,0.84179,1.522,0.6,0.1144,0
0.92535,0.0088325,-1.094e-23,0.83785,1.5193,0.6,0.1148,0
0.9272,0.0087853,-1.3445e-23,0.83391,1.5166,0.6,0.1152,0
0.92905,0.0087381,-1.595e-23,0.82997,1.514,0.6,0.1156,0
0.93091,0.0086909,-1.8455e-23,0.82603,1.5113,0.6,0.116,0
0.93276,0.0086437,-2.096e-23,0.82209,1.5086,0.6,0.1164,0
0.93453,0.008598,-2.1802e-23,0.81815,1.5059,0.6,0.1168,0
0.93613,0.0085552,-1.9306e-23,0.81421,1.5029,0.6,0.1172,0
0.93774,0.0085124,-1.681e-23,0.81026,1.5,0.6,0.1176,0
0.93934,0.0084696,-1.4314e-23,0.80632,1.4971,0.6,0.118,0
0.94095,0.0084269,-1.1818e-23,0.80238,1.4942,0.6,0.1184,0
0.94255,0.0083841,-9.322e-24,0.79843,1.4913,0.6,0.1188,0
0.94416,0.0083413,-6.826e-24,0.79449,1.4883,0.6,0.1192,0
0.94576,0.0082985,-4.3299e-24,0.79054,1.4854,0.6,0.1196,0
0.94737,0.0082558,-1.8339e-24,0.7866,1.4825,0.6,0.12,0
0.94873,0.0082165,-1.6019e-24,0.78265,1.4793,0.6,0.1204,0
0.95009,0.0081772,-1.3699e-24,0.77871,1.4761,0.6,0.1208,0
0.95145,0.0081379,-1.138e-24,0.77476,1.4729,0.6,0.1212,0
0.95281,0.0080986,-9.0601e-25,0.77082,1.4698,0.6,0.1216,0
0.95417,0.0080594,-6.7405e-25,0.76687,1.4666,0.6,0.122,0
0.95553,0.0080201,-4.4208e-25,0.76293,1.4634,0.6,0.1224,0
0.95689,0.0079808,-2.1011e-25,0.75898,1.4602,0.6,0.1228,0
0.95826,0.0079415,2.1853e-26,0.75503,1.457,0.6,0.1232,0
0.95947,0.0079043,-1.4965e-24,0.75109,1.4537,0.6,0.1236,0
0.96061,0.0078682,-3.8868e-24,0.74714,1.4503,0.6,0.124,0
0.96174,0.0078321,-6.2771e-24,0.74319,1.4469,0.6,0.1244,0
0.96288,0.0077959,-8.6673e-24,0.73925,1.4434,0.6,0.1248,0
0.96402,0.0077598,-1.1058e-23,0.7353,1.44,0.6,0.1252,0
0.96516,0.0077237,-1.3448e-23,0.73136,1.4366,0.6,0.1256,0
0.96629,0.0076876,-1.5838e-23,0.72741,1.4332,0.6,0.126,0
0.96743,0.0076514,-1.8228e-23,0.72346,1.4298,0.6,0.1264,0
0.9685,0.0076164,-1.7671e-23,0.71952,1.4263,0.6,0.1268,0
0.96945,0.0075834,-1.1197e-23,0.71557,1.4226,0.6,0.1272,0
0.97039,0.0075504,-4.7236e-24,0.71162,1.419,0.6,0.1276,0
0.97133,0.0075174,1.7504e-24,0.70767,1.4153,0.6,0.128,0
0.97227,0.0074845,8.224e-24,0.70372,1.4117,0.6,0.1284,0
0.97322,0.0074515,1.4698e-23,0.69978,1.4081,0.6,0.1288,0
0.97416,0.0074185,2.1172e-23,0.69583,1.4044,0.6,0.1292,0
0.9751,0.0073855,2.7646e-23,0.69188,1.4008,0.6,0.1296,0
0.97604,0.0073526,3.4119e-23,0.68793,1.3972,0.6,0.13,0
0.97682,0.0073229,3.0045e-23,0.68398,1.3933,0.6,0.1304,0
0.9776,0.0072933,2.597e-23,0.68003,1.3895,0.6,0.1308,0
0.97837,0.0072636,2.1896e-23,0.67609,1.3857,0.6,0.1312,0
0.97915,0.007234,1.7822e-23,0.67214,1.3819,0.6,0.1316,0
0.97993,0.0072044,1.3747e-23,0.66819,1.378,0.6,0.132,0
0.9807,0.0071747,9.6728e-24,0.66424,1.3742,0.6,0.1324,0
0.98148,0.0071451,5.5984e-24,0.6603,1.3704,0.6,0.1328,0
0.98226,0.0071154,1.524e-24,0.65635,1.3666,0.6,0.1332,0
0.98294,0.0070882,-1.2913e-25,0.6524,1.3626,0.6,0.1336,0
0.98358,0.0070621,-5.7625e-25,0.64845,1.3586,0.6,0.134,0
0.98422,0.007036,-1.0234e-24,0.64451,1.3547,0.6,0.1344,0
0.98486,0.0070099,-1.4705e-24,0.64056,1.3507,0.6,0.1348,0
0.9855,0.0069838,-1.9176e-24,0.63662,1.3467,0.6,0.1352,0
0.98613,0.0069577,-2.3647e-24,0.63267,1.3427,0.6,0.1356,0
0.98677,0.0069316,-2.8118e-24,0.62872,1.3387,0.6,0.136,0
0.98741,0.0069055,-3.2589e-24,0.62478,1.3348,0.6,0.1364,0
0.98801,0.0068806,-2.2699e-24,0.62083,1.3307,0.6,0.1368,0
0.98854,0.0068582,1.6019e-24,0.61688,1.3266,0.6,0.1372,0
0.98906,0.0068357,5.4739e-24,0.61294,1.3225,0.6,0.1376,0
0.98959,0.0068132,9.3457e-24,0.60899,1.3184,0.6,0.138,0
0.99011,0.0067907,1.3218e-23,0.60505,1.3143,0.6,0.1384,0
0.99064,0.0067682,1.709e-23,0.6011,1.3102,0.6,0.1388,0
0.99116,0.0067457,2.0961e-23,0.59715,1.3061,0.6,0.1392,0
0.99169,0.0067232,2.4833e-23,0.59321,1.3019,0.6,0.1396,0
0.99221,0.0067008,2.8705e-23,0.58926,1.2978,0.6,0.14,0
0.99265,0.0066817,2.1644e-23,0.58532,1.2936,0.6,0.1404,0
0.99308,0.0066627,1.4584e-23,0.58137,1.2894,0.6,0.1408,0
0.99351,0.0066436,7.523e-24,0.57743,1.2852,0.6,0.1412,0
0.99394,0.0066246,4.6239e-25,0.57349,1.281,0.6,0.1416,0
0.99437,0.0066055,-6.5985e-24,0.56954,1.2767,0.6,0.142,0
0.9948,0.0065865,-1.3659e-23,0.5656,1.2725,0.6,0.1424,0
0.99523,0.0065674,-2.072e-23,0.56165,1.2683,0.6,0.1428,0
0.99567,0.0065484,-2.778e-23,0.55771,1.2641,0.6,0.1432,0
0.99605,0.0065314,-2.7993e-23,0.55377,1.2598,0.6,0.1436,0
0.9964,0.0065154,-2.4793e-23,0.54982,1.2555,0.6,0.144,0
0.99675,0.0064995,-2.1593e-23,0.54588,1.2512,0.6,0.1444,0
0.99711,0.0064835,-1.8394e-23,0.54194,1.2469,0.6,0.1448,0
0.99746,0.0064676,-1.5194e-23,0.538,1.2426,0.6,0.1452,0
0.99782,0.0064516,-1.1994e-23,0.53406,1.2383,0.6,0.1456,0
0.99817,0.0064357,-8.7947e-24,0.53012,1.234,0.6,0.146,0
0.99852,0.0064197,-5.5949e-24,0.52618,1.2297,0.6,0.1464,0
0.99886,0.0064047,-2.3907e-24,0.52224,1.2253,0.6,0.1468,0
0.99915,0.0063916,8.2285e-25,0.5183,1.221,0.6,0.1472,0
0.99944,0.0063784,4.0363e-24,0.51436,1.2166,0.6,0.1476,0
0.99973,0.0063653,7.2499e-24,0.51042,1.2122,0.6,0.148,0
1,0.0063522,1.0464e-23,0.50648,1.2078,0.6,0.1484,0
1.0003,0.006339,1.3677e-23,0.50254,1.2034,0.6,0.1488,0
1.0006,0.0063259,1.6891e-23,0.4986,1.1991,0.6,0.1492,0
1.0009,0.0063127,2.0104e-23,0.49466,1.1947,0.6,0.1496,0
1.0012,0.0062996,2.3318e-23,0.49071,1.1903,0.6,0.15,0
1.0014,0.0062889,1.7542e-23,0.48678,1.1859,0.6,0.1504,0
1.0017,0.0062782,1.1767e-23,0.48284,1.1814,0.6,0.1508,0
1.0019,0.0062675,5.9913e-24,0.4789,1.177,0.6,0.1512,0
1.0021,0.0062568,2.1566e-25,0.47496,1.1725,0.6,0.1516,0
1.0024,0.0062461,-5.5597e-24,0.47103,1.1681,0.6,0.152,0
1.0026,0.0062354,-1.1335e-23,0.46709,1.1637,0.6,0.1524,0
1.0028,0.0062247,-1.7111e-23,0.46315,1.1592,0.6,0.1528,0
1.0031,0.006214,-2.2886e-23,0.45921,1.1548,0.6,0.1532,0
1.0033,0.0062046,-2.3091e-23,0.45528,1.1503,0.6,0.1536,0
1.0035,0.0061959,-2.052e-23,0.45134,1.1458,0.6,0.154,0
1.0037,0.0061871,-1.795e-23,0.44741,1.1413,0.6,0.1544,0
1.0039,0.0061784,-1.538e-23,0.44347,1.1368,0.6,0.1548,0
1.004,0.0061697,-1.2809e-23,0.43954,1.1323,0.6,0.1552,0
1.0042,0.0061609,-1.0239e-23,0.4356,1.1278,0.6,0.1556,0
1.0044,0.0061522,-7.6682e-24,0.43167,1.1234,0.6,0.156,0
1.0046,0.0061435,-5.0979e-24,0.42774,1.1189,0.6,0.1564,0
1.0048,0.0061353,-2.5242e-24,0.4238,1.1144,0.6,0.1568,0
1.005,0.0061282,5.5905e-26,0.41987,1.1098,0.6,0.1572,0
1.0051,0.0061212,2.6359e-24,0.41594,1.1053,0.6,0.1576,0
1.0053,0.0061141,5.216e-24,0.412,1.1008,0.6,0.158,0
1.0054,0.006107,7.796e-24,0.40807,1.0962,0.6,0.1584,0
1.0056,0.0061,1.0376e-23,0.40414,1.0917,0.6,0.1588,0
1.0057,0.0060929,1.2956e-23,0.4002,1.0872,0.6,0.1592,0
1.0059,0.0060859,1.5536e-23,0.39627,1.0826,0.6,0.1596,0
1.006,0.0060788,1.8116e-23,0.39234,1.0781,0.6,0.16,0
1.0062,0.006073,1.3587e-23,0.3884,1.0735,0.6,0.1604,0
1.0063,0.0060673,9.0581e-24,0.38447,1.0689,0.6,0.1608,0
1.0064,0.0060615,4.5289e-24,0.38054,1.0644,0.6,0.1612,0
1.0065,0.0060558,-2.4062e-28,0.37661,1.0598,0.6,0.1616,0
1.0066,0.00605,-4.5292e-24,0.37268,1.0552,0.6,0.162,0
1.0068,0.0060443,-9.0584e-24,0.36875,1.0507,0.6,0.1624,0
1.0069,0.0060385,-1.3587e-23,0.36482,1.0461,0.6,0.1628,0
1.007,0.0060328,-1.8117e-23,0.36089,1.0415,0.6,0.1632,0
1.0071,0.0060276,-1.8318e-23,0.35696,1.0369,0.6,0.1636,0
1.0072,0.0060228,-1.6365e-23,0.35303,1.0323,0.6,0.164,0
1.0073,0.006018,-1.4411e-23,0.3491,1.0277,0.6,0.1644,0
1.0074,0.0060132,-1.2457e-23,0.34517,1.0231,0.6,0.1648,0
1.0075,0.0060084,-1.0504e-23,0.34125,1.0185,0.6,0.1652,0
1.0076,0.0060036,-8.5498e-24,0.33732,1.014,0.6,0.1656,0
1.0077,0.0059988,-6.5961e-24,0.33339,1.0094,0.6,0.166,0
1.0078,0.005994,-4.6424e-24,0.32946,1.0048,0.6,0.1664,0
1.0079,0.0059894,-2.6855e-24,0.32553,1.0001,0.6,0.1668,0
1.0079,0.0059854,-7.2232e-25,0.32161,0.99553,0.6,0.1672,0
1.008,0.0059814,1.2409e-24,0.31768,0.9909,0.6,0.1676,0
1.0081,0.0059773,3.2041e-24,0.31375,0.98628,0.6,0.168,0
1.0082,0.0059733,5.1674e-24,0.30982,0.98166,0.6,0.1684,0
1.0082,0.0059693,7.1306e-24,0.3059,0.97704,0.6,0.1688,0
1.0083,0.0059652,9.0939e-24,0.30197,0.97241,0.6,0.1692,0
1.0084,0.0059612,1.1057e-23,0.29804,0.96779,0.6,0.1696,0
1.0085,0.0059572,1.302e-23,0.29411,0.96317,0.6,0.17,0
1.0085,0.0059537,9.7199e-24,0.29019,0.95853,0.6,0.1704,0
1.0086,0.0059503,6.4196e-24,0.28626,0.95389,0.6,0.1708,0
1.0086,0.0059468,3.1192e-24,0.28234,0.94925,0.6,0.1712,0
1.0087,0.0059434,-1.8111e-25,0.27841,0.94461,0.6,0.1716,0
1.0088,0.00594,-3.4815e-24,0.27449,0.93996,0.6,0.172,0
1.0088,0.0059365,-6.7818e-24,0.27056,0.93532,0.6,0.1724,0
1.0089,0.0059331,-1.0082e-23,0.26663,0.93068,0.6,0.1728,0
1.0089,0.0059297,-1.3383e-23,0.26271,0.92604,0.6,0.1732,0
1.009,0.0059266,-1.3584e-23,0.25878,0.92139,0.6,0.1736,0
1.009,0.0059236,-1.2242e-23,0.25486,0.91674,0.6,0.174,0
1.0091,0.0059207,-1.0899e-23,0.25094,0.91208,0.6,0.1744,0
1.0091,0.0059178,-9.5572e-24,0.24701,0.90743,0.6,0.1748,0
1.0092,0.0059148,-8.2149e-24,0.24309,0.90278,0.6,0.1752,0
1.0092,0.0059119,-6.8726e-24,0.23917,0.89812,0.6,0.1756,0
1.0093,0.005909,-5.5303e-24,0.23524,0.89347,0.6,0.176,0
1.0093,0.005906,-4.188e-24,0.23132,0.88882,0.6,0.1764,0
1.0093,0.0059033,-2.842e-24,0.22739,0.88416,0.6,0.1768,0
1.0094,0.005901,-1.4884e-24,0.22347,0.87949,0.6,0.1772,0
1.0094,0.0058988,-1.3477e-25,0.21955,0.87483,0.6,0.1776,0
1.0095,0.0058965,1.2189e-24,0.21562,0.87016,0.6,0.178,0
1.0095,0.0058942,2.5725e-24,0.2117,0.8655,0.6,0.1784,0
1.0095,0.0058919,3.9261e-24,0.20778,0.86083,0.6,0.1788,0
1.0096,0.0058897,5.2797e-24,0.20385,0.85617,0.6,0.1792,0
1.0096,0.0058874,6.6333e-24,0.19993,0.8515,0.6,0.1796,0
1.0096,0.0058851,7.9869e-24,0.196,0.84684,0.6,0.18,0
1.0097,0.0058837,5.9003e-24,0.19208,0.84217,0.6,0.1804,0
1.0097,0.0058823,3.8137e-24,0.18816,0.83749,0.6,0.1808,0
1.0097,0.0058809,1.7271e-24,0.18423,0.83282,0.6,0.1812,0
1.0097,0.0058795,-3.5961e-25,0.18031,0.82815,0.6,0.1816,0
1.0098,0.0058781,-2.4462e-24,0.17639,0.82348,0.6,0.182,0
1.0098,0.0058767,-4.5329e-24,0.17247,0.81881,0.6,0.1824,0
1.0098,0.0058753,-6.6196e-24,0.16854,0.81413,0.6,0.1828,0
1.0099,0.0058739,-8.7062e-24,0.16462,0.80946,0.6,0.1832,0
1.0099,0.0058732,-8.9021e-24,0.1607,0.80479,0.6,0.1836,0
1.0099,0.0058729,-8.1562e-24,0.15678,0.80011,0.6,0.184,0
1.0099,0.0058727,-7.4104e-24,0.15285,0.79543,0.6,0.1844,0
1.01,0.0058724,-6.6646e-24,0.14893,0.79076,0.6,0.1848,0
1.01,0.0058721,-5.9187e-24,0.14501,0.78608,0.6,0.1852,0
1.01,0.0058718,-5.1729e-24,0.14109,0.78141,0.6,0.1856,0
1.01,0.0058715,-4.427e-24,0.13717,0.77673,0.6,0.186,0
1.0101,0.0058712,-3.6812e-24,0.13325,0.77205,0.6,0.1864,0
1.0101,0.0058714,-2.9323e-24,0.12933,0.76737,0.6,0.1868,0
1.0101,0.0058725,-2.1772e-24,0.12541,0.76269,0.6,0.1872,0
1.0101,0.0058736,-1.4221e-24,0.12148,0.75801,0.6,0.1876,0
1.0101,0.0058747,-6.6692e-25,0.11756,0.75333,0.6,0.188,0
1.0102,0.0058759,8.8188e-26,0.11364,0.74865,0.6,0.1884,0
1.0102,0.005877,8.4332e-25,0.10972,0.74397,0.6,0.1888,0
1.0102,0.0058781,1.5984e-24,0.1058,0.73929,0.6,0.1892,0
1.0102,0.0058792,2.3536e-24,0.10187,0.7346,0.6,0.1896,0
1.0102,0.0058803,3.1087e-24,0.097953,0.72992,0.6,0.19,0
1.0103,0.0058828,2.1911e-24,0.094033,0.72524,0.6,0.1904,0
1.0103,0.0058852,1.2736e-24,0.090112,0.72055,0.6,0.1908,0
1.0103,0.0058877,3.5599e-25,0.086192,0.71587,0.6,0.1912,0
1.0103,0.0058901,-5.6158e-25,0.082271,0.71118,0.6,0.1916,0
1.0103,0.0058926,-1.4791e-24,0.078351,0.7065,0.6,0.192,0
1.0103,0.005895,-2.3967e-24,0.07443,0.70181,0.6,0.1924,0
1.0104,0.0058975,-3.3142e-24,0.07051,0.69713,0.6,0.1928,0
1.0104,0.0058999,-4.2318e-24,0.066589,0.69244,0.6,0.1932,0
1.0104,0.0059041,-4.5418e-24,0.062671,0.68775,0.6,0.1936,0
1.0104,0.0059091,-4.5492e-24,0.058754,0.68306,0.6,0.194,0
1.0104,0.0059141,-4.5566e-24,0.054837,0.67838,0.6,0.1944,0
1.0104,0.005919,-4.5641e-24,0.050919,0.67369,0.6,0.1948,0
1.0104,0.005924,-4.5715e-24,0.047002,0.669,0.6,0.1952,0
1.0104,0.005929,-4.5789e-24,0.043085,0.66431,0.6,0.1956,0
1.0104,0.005934,-4.5863e-24,0.039168,0.65962,0.6,0.196,0
1.0105,0.005939,-4.5937e-24,0.035251,0.65493,0.6,0.1964,0
1.0105,0.0059435,-4.5419e-24,0.031659,0.65063,0.6,0.1968,0
1.0105,0.0059469,-4.3713e-24,0.028722,0.64711,0.6,0.1972,0
1.0105,0.0059504,-4.2006e-24,0.025784,0.64359,0.6,0.1976,0
1.0105,0.0059539,-4.03e-24,0.022847,0.64007,0.6,0.198,0
1.0105,0.0059574,-3.8593e-24,0.019909,0.63655,0.6,0.1984,0
1.0105,0.0059608,-3.6887e-24,0.016971,0.63303,0.6,0.1988,0
1.0105,0.0059643,-3.518e-24,0.014034,0.62951,0.6,0.1992,0
1.0105,0.0059678,-3.3474e-24,0.011096,0.62598,0.6,0.1996,0
1.0105,0.0059712,-3.1767e-24,0.0081586,0.62246,0.6,0.2,0
